named_requirement_id,taxonomy_id,family,category,canonical_name,matched_term,requirement_id,notice_id,opportunity_title,source_file,confidence
NREQ-001046,TAX-000087,compliance_clause,regulatory,FAR,far,REQ-000687,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_24.bin,0.7
NREQ-001047,TAX-000088,compliance_clause,regulatory,DFARS,dfars,REQ-000687,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_24.bin,0.7
NREQ-001048,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000688,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_24.bin,0.75
NREQ-001049,TAX-000056,contract_vehicle,procurement_vehicle,BPA,bpa,REQ-000688,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_24.bin,0.75
NREQ-001050,TAX-000087,compliance_clause,regulatory,FAR,far,REQ-000688,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_24.bin,0.75
NREQ-001051,TAX-000088,compliance_clause,regulatory,DFARS,dfars,REQ-000688,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_24.bin,0.75
NREQ-001052,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000689,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_24.bin,0.75
NREQ-001053,TAX-000056,contract_vehicle,procurement_vehicle,BPA,bpa,REQ-000689,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_24.bin,0.75
NREQ-001054,TAX-000087,compliance_clause,regulatory,FAR,far,REQ-000689,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_24.bin,0.75
NREQ-001055,TAX-000088,compliance_clause,regulatory,DFARS,dfars,REQ-000689,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_24.bin,0.75
NREQ-001056,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000690,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_24.bin,0.75
NREQ-001057,TAX-000056,contract_vehicle,procurement_vehicle,BPA,bpa,REQ-000690,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_24.bin,0.75
NREQ-001058,TAX-000087,compliance_clause,regulatory,FAR,far,REQ-000690,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_24.bin,0.75
NREQ-001059,TAX-000088,compliance_clause,regulatory,DFARS,dfars,REQ-000690,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_24.bin,0.75
NREQ-001060,TAX-000009,certification,cybersecurity,CMMC,cmmc,REQ-000691,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_24.bin,0.65
NREQ-001061,TAX-000056,contract_vehicle,procurement_vehicle,BPA,bpa,REQ-000691,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_24.bin,0.65
NREQ-001062,TAX-000087,compliance_clause,regulatory,FAR,far,REQ-000691,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_24.bin,0.65
NREQ-001063,TAX-000088,compliance_clause,regulatory,DFARS,dfars,REQ-000691,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_24.bin,0.65
NREQ-001064,TAX-000056,contract_vehicle,procurement_vehicle,BPA,bpa,REQ-000692,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_24.bin,0.7
NREQ-001065,TAX-000087,compliance_clause,regulatory,FAR,far,REQ-000692,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_24.bin,0.7
NREQ-001066,TAX-000088,compliance_clause,regulatory,DFARS,dfars,REQ-000692,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_24.bin,0.7
NREQ-001067,TAX-000056,contract_vehicle,procurement_vehicle,BPA,bpa,REQ-000693,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_24.bin,0.7
NREQ-001068,TAX-000087,compliance_clause,regulatory,FAR,far,REQ-000693,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_24.bin,0.7
NREQ-001069,TAX-000088,compliance_clause,regulatory,DFARS,dfars,REQ-000693,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_24.bin,0.7
NREQ-001070,TAX-000058,contract_vehicle,procurement_vehicle,MAS,mas,REQ-000696,d4b0cdaa6b81462db03813b232d2f491,NPSC Physician Services at the NNMC,d4b0cdaa6b81462db03813b232d2f491_2.bin,0.65
NREQ-001071,TAX-000058,contract_vehicle,procurement_vehicle,MAS,mas,REQ-000697,d4b0cdaa6b81462db03813b232d2f491,NPSC Physician Services at the NNMC,d4b0cdaa6b81462db03813b232d2f491_2.bin,0.65
NREQ-001072,TAX-000058,contract_vehicle,procurement_vehicle,MAS,mas,REQ-000698,d4b0cdaa6b81462db03813b232d2f491,NPSC Physician Services at the NNMC,d4b0cdaa6b81462db03813b232d2f491_2.bin,0.65
NREQ-001073,TAX-000058,contract_vehicle,procurement_vehicle,MAS,mas,REQ-000699,d4b0cdaa6b81462db03813b232d2f491,NPSC Physician Services at the NNMC,d4b0cdaa6b81462db03813b232d2f491_2.bin,0.65
NREQ-001074,TAX-000037,evaluation_factor,source_selection,Past Performance,past performance,REQ-000706,d4b0cdaa6b81462db03813b232d2f491,NPSC Physician Services at the NNMC,d4b0cdaa6b81462db03813b232d2f491_4.bin,0.75
NREQ-001075,TAX-000037,evaluation_factor,source_selection,Past Performance,past performance,REQ-000707,d4b0cdaa6b81462db03813b232d2f491,NPSC Physician Services at the NNMC,d4b0cdaa6b81462db03813b232d2f491_4.bin,0.75
NREQ-001076,TAX-000037,evaluation_factor,source_selection,Past Performance,past performance,REQ-000708,d4b0cdaa6b81462db03813b232d2f491,NPSC Physician Services at the NNMC,d4b0cdaa6b81462db03813b232d2f491_4.bin,0.75
NREQ-001077,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000713,d4b0cdaa6b81462db03813b232d2f491,NPSC Physician Services at the NNMC,d4b0cdaa6b81462db03813b232d2f491_5.bin,0.8
NREQ-001078,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000714,d4b0cdaa6b81462db03813b232d2f491,NPSC Physician Services at the NNMC,d4b0cdaa6b81462db03813b232d2f491_5.bin,0.8
NREQ-001079,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000721,d4b0cdaa6b81462db03813b232d2f491,NPSC Physician Services at the NNMC,d4b0cdaa6b81462db03813b232d2f491_5.bin,0.75
NREQ-001080,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000722,d4b0cdaa6b81462db03813b232d2f491,NPSC Physician Services at the NNMC,d4b0cdaa6b81462db03813b232d2f491_5.bin,0.75
NREQ-001081,TAX-000037,evaluation_factor,source_selection,Past Performance,past performance,REQ-000723,d4b0cdaa6b81462db03813b232d2f491,NPSC Physician Services at the NNMC,d4b0cdaa6b81462db03813b232d2f491_5.bin,0.75
NREQ-001082,TAX-000037,evaluation_factor,source_selection,Past Performance,past performance,REQ-000724,d4b0cdaa6b81462db03813b232d2f491,NPSC Physician Services at the NNMC,d4b0cdaa6b81462db03813b232d2f491_5.bin,0.75
NREQ-001083,TAX-000037,evaluation_factor,source_selection,Past Performance,past performance,REQ-000725,d4b0cdaa6b81462db03813b232d2f491,NPSC Physician Services at the NNMC,d4b0cdaa6b81462db03813b232d2f491_5.bin,0.75
NREQ-001084,TAX-000023,staffing_role,labor_category,Project Manager,project manager,REQ-000730,cbb1a9af3c004dc68e36a311cbef0ff9,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,cbb1a9af3c004dc68e36a311cbef0ff9_1.bin,0.7
NREQ-001085,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000738,cbb1a9af3c004dc68e36a311cbef0ff9,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,cbb1a9af3c004dc68e36a311cbef0ff9_2.bin,0.8
NREQ-001086,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000744,cbb1a9af3c004dc68e36a311cbef0ff9,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,cbb1a9af3c004dc68e36a311cbef0ff9_3.bin,0.85
NREQ-001087,TAX-000087,compliance_clause,regulatory,FAR,far,REQ-000744,cbb1a9af3c004dc68e36a311cbef0ff9,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,cbb1a9af3c004dc68e36a311cbef0ff9_3.bin,0.85
NREQ-001088,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000745,cbb1a9af3c004dc68e36a311cbef0ff9,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,cbb1a9af3c004dc68e36a311cbef0ff9_3.bin,0.85
NREQ-001089,TAX-000087,compliance_clause,regulatory,FAR,far,REQ-000745,cbb1a9af3c004dc68e36a311cbef0ff9,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,cbb1a9af3c004dc68e36a311cbef0ff9_3.bin,0.85
NREQ-001090,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000746,cbb1a9af3c004dc68e36a311cbef0ff9,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,cbb1a9af3c004dc68e36a311cbef0ff9_3.bin,0.85
NREQ-001091,TAX-000087,compliance_clause,regulatory,FAR,far,REQ-000746,cbb1a9af3c004dc68e36a311cbef0ff9,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,cbb1a9af3c004dc68e36a311cbef0ff9_3.bin,0.85
NREQ-001092,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000747,cbb1a9af3c004dc68e36a311cbef0ff9,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,cbb1a9af3c004dc68e36a311cbef0ff9_3.bin,0.85
NREQ-001093,TAX-000087,compliance_clause,regulatory,FAR,far,REQ-000747,cbb1a9af3c004dc68e36a311cbef0ff9,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,cbb1a9af3c004dc68e36a311cbef0ff9_3.bin,0.85
NREQ-001094,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000755,cbb1a9af3c004dc68e36a311cbef0ff9,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,cbb1a9af3c004dc68e36a311cbef0ff9_3.bin,0.8
NREQ-001095,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000756,cbb1a9af3c004dc68e36a311cbef0ff9,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,cbb1a9af3c004dc68e36a311cbef0ff9_3.bin,0.8
NREQ-001096,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000757,cbb1a9af3c004dc68e36a311cbef0ff9,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,cbb1a9af3c004dc68e36a311cbef0ff9_3.bin,0.8
NREQ-001097,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000766,cbb1a9af3c004dc68e36a311cbef0ff9,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,cbb1a9af3c004dc68e36a311cbef0ff9_4.bin,0.75
NREQ-001098,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000767,cbb1a9af3c004dc68e36a311cbef0ff9,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,cbb1a9af3c004dc68e36a311cbef0ff9_4.bin,0.75
NREQ-001099,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000768,cbb1a9af3c004dc68e36a311cbef0ff9,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,cbb1a9af3c004dc68e36a311cbef0ff9_4.bin,0.75
NREQ-001100,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000770,cbb1a9af3c004dc68e36a311cbef0ff9,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,cbb1a9af3c004dc68e36a311cbef0ff9_5.bin,0.85
NREQ-001101,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000771,cbb1a9af3c004dc68e36a311cbef0ff9,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,cbb1a9af3c004dc68e36a311cbef0ff9_5.bin,0.85
NREQ-001102,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000772,cbb1a9af3c004dc68e36a311cbef0ff9,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,cbb1a9af3c004dc68e36a311cbef0ff9_5.bin,0.85
NREQ-001103,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000777,cbb1a9af3c004dc68e36a311cbef0ff9,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,cbb1a9af3c004dc68e36a311cbef0ff9_5.bin,0.75
NREQ-001104,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000778,cbb1a9af3c004dc68e36a311cbef0ff9,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,cbb1a9af3c004dc68e36a311cbef0ff9_5.bin,0.75
NREQ-001105,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000779,cbb1a9af3c004dc68e36a311cbef0ff9,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,cbb1a9af3c004dc68e36a311cbef0ff9_5.bin,0.75
NREQ-001106,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000800,cb68614c729145b3835e8326258f5ea2,Shade Structure Canopy,cb68614c729145b3835e8326258f5ea2_3.bin,0.75
NREQ-001107,TAX-000089,compliance_clause,regulatory,Section 889,section 889,REQ-000800,cb68614c729145b3835e8326258f5ea2,Shade Structure Canopy,cb68614c729145b3835e8326258f5ea2_3.bin,0.75
NREQ-001108,TAX-000044,evaluation_factor,source_selection,Best Value,best value,REQ-000801,cb68614c729145b3835e8326258f5ea2,Shade Structure Canopy,cb68614c729145b3835e8326258f5ea2_3.bin,0.8
NREQ-001109,TAX-000085,procurement_method,acquisition_strategy,Best Value,best value,REQ-000801,cb68614c729145b3835e8326258f5ea2,Shade Structure Canopy,cb68614c729145b3835e8326258f5ea2_3.bin,0.8
NREQ-001110,TAX-000089,compliance_clause,regulatory,Section 889,section 889,REQ-000801,cb68614c729145b3835e8326258f5ea2,Shade Structure Canopy,cb68614c729145b3835e8326258f5ea2_3.bin,0.8
NREQ-001111,TAX-000044,evaluation_factor,source_selection,Best Value,best value,REQ-000802,cb68614c729145b3835e8326258f5ea2,Shade Structure Canopy,cb68614c729145b3835e8326258f5ea2_3.bin,0.8
NREQ-001112,TAX-000085,procurement_method,acquisition_strategy,Best Value,best value,REQ-000802,cb68614c729145b3835e8326258f5ea2,Shade Structure Canopy,cb68614c729145b3835e8326258f5ea2_3.bin,0.8
NREQ-001113,TAX-000089,compliance_clause,regulatory,Section 889,section 889,REQ-000802,cb68614c729145b3835e8326258f5ea2,Shade Structure Canopy,cb68614c729145b3835e8326258f5ea2_3.bin,0.8
NREQ-001114,TAX-000044,evaluation_factor,source_selection,Best Value,best value,REQ-000803,cb68614c729145b3835e8326258f5ea2,Shade Structure Canopy,cb68614c729145b3835e8326258f5ea2_3.bin,0.75
NREQ-001115,TAX-000085,procurement_method,acquisition_strategy,Best Value,best value,REQ-000803,cb68614c729145b3835e8326258f5ea2,Shade Structure Canopy,cb68614c729145b3835e8326258f5ea2_3.bin,0.75
NREQ-001116,TAX-000089,compliance_clause,regulatory,Section 889,section 889,REQ-000803,cb68614c729145b3835e8326258f5ea2,Shade Structure Canopy,cb68614c729145b3835e8326258f5ea2_3.bin,0.75
NREQ-001117,TAX-000089,compliance_clause,regulatory,Section 889,section 889,REQ-000804,cb68614c729145b3835e8326258f5ea2,Shade Structure Canopy,cb68614c729145b3835e8326258f5ea2_3.bin,0.7
NREQ-001118,TAX-000089,compliance_clause,regulatory,Section 889,section 889,REQ-000805,cb68614c729145b3835e8326258f5ea2,Shade Structure Canopy,cb68614c729145b3835e8326258f5ea2_3.bin,0.7
NREQ-001119,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000806,cb68614c729145b3835e8326258f5ea2,Shade Structure Canopy,cb68614c729145b3835e8326258f5ea2_3.bin,0.75
NREQ-001120,TAX-000089,compliance_clause,regulatory,Section 889,section 889,REQ-000806,cb68614c729145b3835e8326258f5ea2,Shade Structure Canopy,cb68614c729145b3835e8326258f5ea2_3.bin,0.75
NREQ-001121,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000807,cb68614c729145b3835e8326258f5ea2,Shade Structure Canopy,cb68614c729145b3835e8326258f5ea2_3.bin,0.75
NREQ-001122,TAX-000089,compliance_clause,regulatory,Section 889,section 889,REQ-000807,cb68614c729145b3835e8326258f5ea2,Shade Structure Canopy,cb68614c729145b3835e8326258f5ea2_3.bin,0.75
NREQ-001123,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000808,cb68614c729145b3835e8326258f5ea2,Shade Structure Canopy,cb68614c729145b3835e8326258f5ea2_3.bin,0.75
NREQ-001124,TAX-000089,compliance_clause,regulatory,Section 889,section 889,REQ-000808,cb68614c729145b3835e8326258f5ea2,Shade Structure Canopy,cb68614c729145b3835e8326258f5ea2_3.bin,0.75
NREQ-001125,TAX-000089,compliance_clause,regulatory,Section 889,section 889,REQ-000809,cb68614c729145b3835e8326258f5ea2,Shade Structure Canopy,cb68614c729145b3835e8326258f5ea2_3.bin,0.65
NREQ-001126,TAX-000089,compliance_clause,regulatory,Section 889,section 889,REQ-000810,cb68614c729145b3835e8326258f5ea2,Shade Structure Canopy,cb68614c729145b3835e8326258f5ea2_3.bin,0.65
NREQ-001127,TAX-000089,compliance_clause,regulatory,Section 889,section 889,REQ-000811,cb68614c729145b3835e8326258f5ea2,Shade Structure Canopy,cb68614c729145b3835e8326258f5ea2_3.bin,0.65
NREQ-001128,TAX-000089,compliance_clause,regulatory,Section 889,section 889,REQ-000812,cb68614c729145b3835e8326258f5ea2,Shade Structure Canopy,cb68614c729145b3835e8326258f5ea2_3.bin,0.7
NREQ-001129,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000817,c502adb5aeb8463f88d90c9be98eed6e,N--George Washington Birthplace National Monument- RE,c502adb5aeb8463f88d90c9be98eed6e_1.bin,0.8
NREQ-001130,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000818,c502adb5aeb8463f88d90c9be98eed6e,N--George Washington Birthplace National Monument- RE,c502adb5aeb8463f88d90c9be98eed6e_1.bin,0.8
NREQ-001131,TAX-000037,evaluation_factor,source_selection,Past Performance,past performance,REQ-000825,c502adb5aeb8463f88d90c9be98eed6e,N--George Washington Birthplace National Monument- RE,c502adb5aeb8463f88d90c9be98eed6e_2.bin,0.8
NREQ-001132,TAX-000037,evaluation_factor,source_selection,Past Performance,past performance,REQ-000826,c502adb5aeb8463f88d90c9be98eed6e,N--George Washington Birthplace National Monument- RE,c502adb5aeb8463f88d90c9be98eed6e_2.bin,0.8
NREQ-001133,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000836,c502adb5aeb8463f88d90c9be98eed6e,N--George Washington Birthplace National Monument- RE,c502adb5aeb8463f88d90c9be98eed6e_3.bin,0.75
NREQ-001134,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000837,c502adb5aeb8463f88d90c9be98eed6e,N--George Washington Birthplace National Monument- RE,c502adb5aeb8463f88d90c9be98eed6e_3.bin,0.75
NREQ-001135,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000838,c502adb5aeb8463f88d90c9be98eed6e,N--George Washington Birthplace National Monument- RE,c502adb5aeb8463f88d90c9be98eed6e_3.bin,0.75
NREQ-001136,TAX-000087,compliance_clause,regulatory,FAR,far,REQ-000840,c502adb5aeb8463f88d90c9be98eed6e,N--George Washington Birthplace National Monument- RE,c502adb5aeb8463f88d90c9be98eed6e_4.bin,0.85
NREQ-001137,TAX-000087,compliance_clause,regulatory,FAR,far,REQ-000841,c502adb5aeb8463f88d90c9be98eed6e,N--George Washington Birthplace National Monument- RE,c502adb5aeb8463f88d90c9be98eed6e_6.bin,0.7
NREQ-001138,TAX-000089,compliance_clause,regulatory,Section 889,section 889,REQ-000841,c502adb5aeb8463f88d90c9be98eed6e,N--George Washington Birthplace National Monument- RE,c502adb5aeb8463f88d90c9be98eed6e_6.bin,0.7
NREQ-001139,TAX-000087,compliance_clause,regulatory,FAR,far,REQ-000842,c502adb5aeb8463f88d90c9be98eed6e,N--George Washington Birthplace National Monument- RE,c502adb5aeb8463f88d90c9be98eed6e_6.bin,0.7
NREQ-001140,TAX-000089,compliance_clause,regulatory,Section 889,section 889,REQ-000842,c502adb5aeb8463f88d90c9be98eed6e,N--George Washington Birthplace National Monument- RE,c502adb5aeb8463f88d90c9be98eed6e_6.bin,0.7
NREQ-001141,TAX-000087,compliance_clause,regulatory,FAR,far,REQ-000843,c502adb5aeb8463f88d90c9be98eed6e,N--George Washington Birthplace National Monument- RE,c502adb5aeb8463f88d90c9be98eed6e_6.bin,0.7
NREQ-001142,TAX-000089,compliance_clause,regulatory,Section 889,section 889,REQ-000843,c502adb5aeb8463f88d90c9be98eed6e,N--George Washington Birthplace National Monument- RE,c502adb5aeb8463f88d90c9be98eed6e_6.bin,0.7
NREQ-001143,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000844,c502adb5aeb8463f88d90c9be98eed6e,N--George Washington Birthplace National Monument- RE,c502adb5aeb8463f88d90c9be98eed6e_6.bin,0.8
NREQ-001144,TAX-000087,compliance_clause,regulatory,FAR,far,REQ-000844,c502adb5aeb8463f88d90c9be98eed6e,N--George Washington Birthplace National Monument- RE,c502adb5aeb8463f88d90c9be98eed6e_6.bin,0.8
NREQ-001145,TAX-000089,compliance_clause,regulatory,Section 889,section 889,REQ-000844,c502adb5aeb8463f88d90c9be98eed6e,N--George Washington Birthplace National Monument- RE,c502adb5aeb8463f88d90c9be98eed6e_6.bin,0.8
NREQ-001146,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000845,c502adb5aeb8463f88d90c9be98eed6e,N--George Washington Birthplace National Monument- RE,c502adb5aeb8463f88d90c9be98eed6e_6.bin,0.8
NREQ-001147,TAX-000087,compliance_clause,regulatory,FAR,far,REQ-000845,c502adb5aeb8463f88d90c9be98eed6e,N--George Washington Birthplace National Monument- RE,c502adb5aeb8463f88d90c9be98eed6e_6.bin,0.8
NREQ-001148,TAX-000089,compliance_clause,regulatory,Section 889,section 889,REQ-000845,c502adb5aeb8463f88d90c9be98eed6e,N--George Washington Birthplace National Monument- RE,c502adb5aeb8463f88d90c9be98eed6e_6.bin,0.8
NREQ-001149,TAX-000037,evaluation_factor,source_selection,Past Performance,past performance,REQ-000846,c502adb5aeb8463f88d90c9be98eed6e,N--George Washington Birthplace National Monument- RE,c502adb5aeb8463f88d90c9be98eed6e_6.bin,0.75
NREQ-001150,TAX-000087,compliance_clause,regulatory,FAR,far,REQ-000846,c502adb5aeb8463f88d90c9be98eed6e,N--George Washington Birthplace National Monument- RE,c502adb5aeb8463f88d90c9be98eed6e_6.bin,0.75
NREQ-001151,TAX-000089,compliance_clause,regulatory,Section 889,section 889,REQ-000846,c502adb5aeb8463f88d90c9be98eed6e,N--George Washington Birthplace National Monument- RE,c502adb5aeb8463f88d90c9be98eed6e_6.bin,0.75
NREQ-001152,TAX-000037,evaluation_factor,source_selection,Past Performance,past performance,REQ-000847,c502adb5aeb8463f88d90c9be98eed6e,N--George Washington Birthplace National Monument- RE,c502adb5aeb8463f88d90c9be98eed6e_6.bin,0.75
NREQ-001153,TAX-000087,compliance_clause,regulatory,FAR,far,REQ-000847,c502adb5aeb8463f88d90c9be98eed6e,N--George Washington Birthplace National Monument- RE,c502adb5aeb8463f88d90c9be98eed6e_6.bin,0.75
NREQ-001154,TAX-000089,compliance_clause,regulatory,Section 889,section 889,REQ-000847,c502adb5aeb8463f88d90c9be98eed6e,N--George Washington Birthplace National Monument- RE,c502adb5aeb8463f88d90c9be98eed6e_6.bin,0.75
NREQ-001155,TAX-000037,evaluation_factor,source_selection,Past Performance,past performance,REQ-000848,c502adb5aeb8463f88d90c9be98eed6e,N--George Washington Birthplace National Monument- RE,c502adb5aeb8463f88d90c9be98eed6e_6.bin,0.75
NREQ-001156,TAX-000087,compliance_clause,regulatory,FAR,far,REQ-000848,c502adb5aeb8463f88d90c9be98eed6e,N--George Washington Birthplace National Monument- RE,c502adb5aeb8463f88d90c9be98eed6e_6.bin,0.75
NREQ-001157,TAX-000089,compliance_clause,regulatory,Section 889,section 889,REQ-000848,c502adb5aeb8463f88d90c9be98eed6e,N--George Washington Birthplace National Monument- RE,c502adb5aeb8463f88d90c9be98eed6e_6.bin,0.75
NREQ-001158,TAX-000087,compliance_clause,regulatory,FAR,far,REQ-000849,c502adb5aeb8463f88d90c9be98eed6e,N--George Washington Birthplace National Monument- RE,c502adb5aeb8463f88d90c9be98eed6e_6.bin,0.7
NREQ-001159,TAX-000089,compliance_clause,regulatory,Section 889,section 889,REQ-000849,c502adb5aeb8463f88d90c9be98eed6e,N--George Washington Birthplace National Monument- RE,c502adb5aeb8463f88d90c9be98eed6e_6.bin,0.7
NREQ-001160,TAX-000087,compliance_clause,regulatory,FAR,far,REQ-000850,c502adb5aeb8463f88d90c9be98eed6e,N--George Washington Birthplace National Monument- RE,c502adb5aeb8463f88d90c9be98eed6e_6.bin,0.7
NREQ-001161,TAX-000089,compliance_clause,regulatory,Section 889,section 889,REQ-000850,c502adb5aeb8463f88d90c9be98eed6e,N--George Washington Birthplace National Monument- RE,c502adb5aeb8463f88d90c9be98eed6e_6.bin,0.7
NREQ-001162,TAX-000087,compliance_clause,regulatory,FAR,far,REQ-000851,c502adb5aeb8463f88d90c9be98eed6e,N--George Washington Birthplace National Monument- RE,c502adb5aeb8463f88d90c9be98eed6e_6.bin,0.65
NREQ-001163,TAX-000089,compliance_clause,regulatory,Section 889,section 889,REQ-000851,c502adb5aeb8463f88d90c9be98eed6e,N--George Washington Birthplace National Monument- RE,c502adb5aeb8463f88d90c9be98eed6e_6.bin,0.65
NREQ-001164,TAX-000087,compliance_clause,regulatory,FAR,far,REQ-000852,c502adb5aeb8463f88d90c9be98eed6e,N--George Washington Birthplace National Monument- RE,c502adb5aeb8463f88d90c9be98eed6e_6.bin,0.65
NREQ-001165,TAX-000089,compliance_clause,regulatory,Section 889,section 889,REQ-000852,c502adb5aeb8463f88d90c9be98eed6e,N--George Washington Birthplace National Monument- RE,c502adb5aeb8463f88d90c9be98eed6e_6.bin,0.65
