requirement_object_id,object_type,object_text,mandatory_flag,source_requirement_id,notice_id,opportunity_title,source_file,source_category,source_confidence,object_confidence
ROBJ-000475,pricing_requirement,"firm fixed price""], ""past_performance"": section on the reverse must be fully completed by offeror. 4. CONTRACT NO. 5. REQUISITION | Sect",yes,REQ-000844,c502adb5aeb8463f88d90c9be98eed6e,N--George Washington Birthplace National Monument- RE,c502adb5aeb8463f88d90c9be98eed6e_6.bin,evaluation,0.8,0.8
ROBJ-000476,pricing_requirement,"unit price"", ""total price"", ""clin"", ""price schedule"", ""pricing"", ""firm fixed price""], ""past_performance"": section on the reverse m",unknown,REQ-000844,c502adb5aeb8463f88d90c9be98eed6e,N--George Washington Birthplace National Monument- RE,c502adb5aeb8463f88d90c9be98eed6e_6.bin,evaluation,0.8,0.65
ROBJ-000477,pricing_requirement,"clin"", ""price schedule"", ""pricing"", ""firm fixed price""], ""past_performance"": section on the reverse must be fully completed",yes,REQ-000844,c502adb5aeb8463f88d90c9be98eed6e,N--George Washington Birthplace National Monument- RE,c502adb5aeb8463f88d90c9be98eed6e_6.bin,evaluation,0.8,0.8
ROBJ-000478,evaluation_factor,past performance,unknown,REQ-000846,c502adb5aeb8463f88d90c9be98eed6e,N--George Washington Birthplace National Monument- RE,c502adb5aeb8463f88d90c9be98eed6e_6.bin,evaluation,0.75,0.55
ROBJ-000479,experience_requirement,"past performance""], ""staffing"": section on the reverse must be fully completed by offeror. 4. CONTRACT NO. 5. REQUISITION | Section H aw",yes,REQ-000846,c502adb5aeb8463f88d90c9be98eed6e,N--George Washington Birthplace National Monument- RE,c502adb5aeb8463f88d90c9be98eed6e_6.bin,evaluation,0.75,0.8
ROBJ-000480,staffing_requirement,"key personnel"", ""resume"", ""labor category"", ""qualifications""], ""certifications"": section on the reverse must be fully completed by of",yes,REQ-000849,c502adb5aeb8463f88d90c9be98eed6e,N--George Washington Birthplace National Monument- RE,c502adb5aeb8463f88d90c9be98eed6e_6.bin,certification,0.7,0.8
ROBJ-000481,staffing_requirement,"resume"", ""labor category"", ""qualifications""], ""certifications"": section on the reverse must be fully completed by offeror. 4.",yes,REQ-000849,c502adb5aeb8463f88d90c9be98eed6e,N--George Washington Birthplace National Monument- RE,c502adb5aeb8463f88d90c9be98eed6e_6.bin,certification,0.7,0.8
ROBJ-000482,staffing_requirement,"qualifications""], ""certifications"": section on the reverse must be fully completed by offeror. 4. CONTRACT NO. 5. REQUISITION | Sectio",yes,REQ-000849,c502adb5aeb8463f88d90c9be98eed6e,N--George Washington Birthplace National Monument- RE,c502adb5aeb8463f88d90c9be98eed6e_6.bin,certification,0.7,0.8
ROBJ-000483,clearance_requirement,"secret"", ""classified""], ""justification"": section on the reverse must be fully complete",yes,REQ-000852,c502adb5aeb8463f88d90c9be98eed6e,N--George Washington Birthplace National Monument- RE,c502adb5aeb8463f88d90c9be98eed6e_6.bin,security,0.65,0.9
ROBJ-000484,procurement_form_or_artifact,"drawings"": section on the reverse must be fully completed by offeror. 4. CONTRACT NO. 5. REQUISITION | Section H award | SECTIO",yes,REQ-000853,c502adb5aeb8463f88d90c9be98eed6e,N--George Washington Birthplace National Monument- RE,c502adb5aeb8463f88d90c9be98eed6e_6.bin,certification,0.7,0.8
ROBJ-000485,clearance_requirement,CUIT AMPS 2. SECTION WITH THAT OF OTHER SECTIONS. DUCT UP DUCT UP ADJ ADJUSTABLE MU,unknown,REQ-000855,c502adb5aeb8463f88d90c9be98eed6e,N--George Washington Birthplace National Monument- RE,c502adb5aeb8463f88d90c9be98eed6e_9.bin,security,0.7,0.75
ROBJ-000486,evaluation_factor,Price,unknown,REQ-000858,b80dc335dcbb4f6abbff52eb54415e9a,EcoStruxure Panel Server Advanced (EnerlinX Series),b80dc335dcbb4f6abbff52eb54415e9a_1.bin,evaluation,0.8,0.55
ROBJ-000487,pricing_requirement,Firm Fixed Price proposal/quote for the following items listed below.,unknown,REQ-000858,b80dc335dcbb4f6abbff52eb54415e9a,EcoStruxure Panel Server Advanced (EnerlinX Series),b80dc335dcbb4f6abbff52eb54415e9a_1.bin,evaluation,0.8,0.65
ROBJ-000488,pricing_requirement,Firm Fixed Price Small Business Set-Aside:,unknown,REQ-000861,b80dc335dcbb4f6abbff52eb54415e9a,EcoStruxure Panel Server Advanced (EnerlinX Series),b80dc335dcbb4f6abbff52eb54415e9a_1.bin,evaluation,0.75,0.65
ROBJ-000489,pricing_requirement,firm fixed price quote with your proposed delivery schedule.,unknown,REQ-000863,b80dc335dcbb4f6abbff52eb54415e9a,EcoStruxure Panel Server Advanced (EnerlinX Series),b80dc335dcbb4f6abbff52eb54415e9a_1.bin,evaluation,0.75,0.65
ROBJ-000490,pricing_requirement,price quote with your proposed delivery schedule.,unknown,REQ-000863,b80dc335dcbb4f6abbff52eb54415e9a,EcoStruxure Panel Server Advanced (EnerlinX Series),b80dc335dcbb4f6abbff52eb54415e9a_1.bin,evaluation,0.75,0.65
ROBJ-000491,pricing_requirement,"firm fixed price""], ""certifications"":",unknown,REQ-000867,b80dc335dcbb4f6abbff52eb54415e9a,EcoStruxure Panel Server Advanced (EnerlinX Series),b80dc335dcbb4f6abbff52eb54415e9a_1.bin,certification,0.75,0.55
ROBJ-000492,evaluation_factor,Price,unknown,REQ-000870,b80dc335dcbb4f6abbff52eb54415e9a,EcoStruxure Panel Server Advanced (EnerlinX Series),b80dc335dcbb4f6abbff52eb54415e9a_2.bin,evaluation,0.8,0.55
ROBJ-000493,pricing_requirement,Unit Price Total Price Lead Time Country of Origin 1EcoStruxure Panel Server Advanced (EnerlinX Series) or domestic equivalent PAS,unknown,REQ-000870,b80dc335dcbb4f6abbff52eb54415e9a,EcoStruxure Panel Server Advanced (EnerlinX Series),b80dc335dcbb4f6abbff52eb54415e9a_2.bin,evaluation,0.8,0.65
ROBJ-000494,pricing_requirement,"unit price"", ""total price""]}",unknown,REQ-000872,b80dc335dcbb4f6abbff52eb54415e9a,EcoStruxure Panel Server Advanced (EnerlinX Series),b80dc335dcbb4f6abbff52eb54415e9a_2.bin,evaluation,0.75,0.55
ROBJ-000495,evaluation_factor,price,unknown,REQ-000882,b80dc335dcbb4f6abbff52eb54415e9a,EcoStruxure Panel Server Advanced (EnerlinX Series),b80dc335dcbb4f6abbff52eb54415e9a_4.bin,certification,0.75,0.55
ROBJ-000496,pricing_requirement,"unit price"", ""pricing""], ""certifications"": SECTION 3161 OF THE NATIONAL DEFENSE AUTHORIZATION ACT FOR FISCAL YEAR 1993",unknown,REQ-000882,b80dc335dcbb4f6abbff52eb54415e9a,EcoStruxure Panel Server Advanced (EnerlinX Series),b80dc335dcbb4f6abbff52eb54415e9a_4.bin,certification,0.75,0.65
ROBJ-000497,clearance_requirement,"secret"", ""classified""]} SECTION 3161 OF THE NATIONAL DEFENSE AUTHORIZATION ACT FOR FIS",unknown,REQ-000886,b80dc335dcbb4f6abbff52eb54415e9a,EcoStruxure Panel Server Advanced (EnerlinX Series),b80dc335dcbb4f6abbff52eb54415e9a_4.bin,security,0.65,0.75
ROBJ-000498,evaluation_factor,Price,unknown,REQ-000887,b80dc335dcbb4f6abbff52eb54415e9a,EcoStruxure Panel Server Advanced (EnerlinX Series),b80dc335dcbb4f6abbff52eb54415e9a_5.bin,evaluation,0.8,0.55
ROBJ-000499,procurement_form_or_artifact,Exhibit is incorporated by reference,unknown,REQ-000887,b80dc335dcbb4f6abbff52eb54415e9a,EcoStruxure Panel Server Advanced (EnerlinX Series),b80dc335dcbb4f6abbff52eb54415e9a_5.bin,evaluation,0.8,0.55
ROBJ-000500,staffing_requirement,"key personnel""], ""certifications"": section of our website https | Part 14 Changes. 12. PUBLIC RELEASE OF INFORMATION Company does not",unknown,REQ-000890,b80dc335dcbb4f6abbff52eb54415e9a,EcoStruxure Panel Server Advanced (EnerlinX Series),b80dc335dcbb4f6abbff52eb54415e9a_5.bin,certification,0.65,0.65
ROBJ-000501,clearance_requirement,"secret"", ""classified""]} section of our website https | Part 14 Changes. 12. PUBLIC REL",unknown,REQ-000893,b80dc335dcbb4f6abbff52eb54415e9a,EcoStruxure Panel Server Advanced (EnerlinX Series),b80dc335dcbb4f6abbff52eb54415e9a_5.bin,security,0.65,0.75
ROBJ-000502,procurement_form_or_artifact,Exhibit Line-Item Number,unknown,REQ-000894,b1c5dab7c7e14227b62fa4e78e478d2a,Repair BEQ HP135,b1c5dab7c7e14227b62fa4e78e478d2a_1.bin,pricing,0.65,0.55
ROBJ-000503,evaluation_factor,"basis for award""], ""pricing_schedule"": Part 1.8 and 29 CFR Part 7 | Exhibit Line-Item Number",unknown,REQ-000895,b1c5dab7c7e14227b62fa4e78e478d2a,Repair BEQ HP135,b1c5dab7c7e14227b62fa4e78e478d2a_1.bin,evaluation,0.8,0.75
ROBJ-000504,evaluation_factor,price,unknown,REQ-000897,b1c5dab7c7e14227b62fa4e78e478d2a,Repair BEQ HP135,b1c5dab7c7e14227b62fa4e78e478d2a_1.bin,certification,0.75,0.55
ROBJ-000505,pricing_requirement,"unit price"", ""pricing""], ""certifications"": Part 1.8 and 29 CFR Part 7 | Exhibit Line-Item Number",unknown,REQ-000897,b1c5dab7c7e14227b62fa4e78e478d2a,Repair BEQ HP135,b1c5dab7c7e14227b62fa4e78e478d2a_1.bin,certification,0.75,0.65
ROBJ-000506,procurement_form_or_artifact,"drawings"": Section Thicknesses ............................................................. 19 8.5 | section heading. The PDF",unknown,REQ-000904,b1c5dab7c7e14227b62fa4e78e478d2a,Repair BEQ HP135,b1c5dab7c7e14227b62fa4e78e478d2a_2.bin,security,0.65,0.65
ROBJ-000507,pricing_requirement,"clin"", ""pricing""], ""security"": SECTION TO RECEIVE THE REPAIR 3. REPAIR CRACKS WITH AN APPROVED STRUCTURAL CONCRETE CRACK | S",unknown,REQ-000913,b1c5dab7c7e14227b62fa4e78e478d2a,Repair BEQ HP135,b1c5dab7c7e14227b62fa4e78e478d2a_6.bin,pricing,0.65,0.65
ROBJ-000508,procurement_form_or_artifact,DWGLIST - SI Template Page 1 Repairs BEQ HP135 Project No. | SECTION A-201 EXTERIOR ELEVATIONS - CONSTRUCTION A-301 BUILDING SE,unknown,REQ-000914,b1c5dab7c7e14227b62fa4e78e478d2a,Repair BEQ HP135,b1c5dab7c7e14227b62fa4e78e478d2a_8.bin,technical,0.65,0.65
ROBJ-000509,procurement_form_or_artifact,DWGLIST - SI Template Page 2 Repairs BEQ HP135 Project No. | SECTION DWGLIST - SI Template Page 3 Repairs BEQ HP135 Project No.,unknown,REQ-000914,b1c5dab7c7e14227b62fa4e78e478d2a,Repair BEQ HP135,b1c5dab7c7e14227b62fa4e78e478d2a_8.bin,technical,0.65,0.65
ROBJ-000510,procurement_form_or_artifact,DWGLIST - SI Template Page 4 Repairs BEQ HP135 Project No. | SECTION DWGLIST - SI Template Page 5 Repairs BEQ HP135 Project No.,unknown,REQ-000914,b1c5dab7c7e14227b62fa4e78e478d2a,Repair BEQ HP135,b1c5dab7c7e14227b62fa4e78e478d2a_8.bin,technical,0.65,0.65
ROBJ-000511,procurement_form_or_artifact,DWGLIST - SI Template Page 6 Repairs BEQ HP135 Project No. | SECTION 01 11 00 SUMMARY OF WORK 08 | SECTION 01 11 00 Page 1 Repa,unknown,REQ-000914,b1c5dab7c7e14227b62fa4e78e478d2a,Repair BEQ HP135,b1c5dab7c7e14227b62fa4e78e478d2a_8.bin,technical,0.65,0.65
ROBJ-000512,evaluation_factor,PRICE,unknown,REQ-000917,b1c5dab7c7e14227b62fa4e78e478d2a,Repair BEQ HP135,b1c5dab7c7e14227b62fa4e78e478d2a_8.bin,certification,0.8,0.55
ROBJ-000513,pricing_requirement,"unit price""], ""past_performance"": SECTION COVER Page 1 THIS PAGE INTENTIONALLY LEFT BLANK SECTION COVER Page 2 Repairs BEQ | SECTI",unknown,REQ-000922,b1c5dab7c7e14227b62fa4e78e478d2a,Repair BEQ HP135,b1c5dab7c7e14227b62fa4e78e478d2a_8.bin,evaluation,0.75,0.65
ROBJ-000514,staffing_requirement,"key personnel"", ""qualifications""], ""certifications"": SECTION COVER Page 1 THIS PAGE INTENTIONALLY LEFT BLANK SECTION COVER Page 2 Rep",unknown,REQ-000926,b1c5dab7c7e14227b62fa4e78e478d2a,Repair BEQ HP135,b1c5dab7c7e14227b62fa4e78e478d2a_8.bin,certification,0.65,0.65
ROBJ-000515,staffing_requirement,"qualifications""], ""certifications"": SECTION COVER Page 1 THIS PAGE INTENTIONALLY LEFT BLANK SECTION COVER Page 2 Repairs BEQ | SECTION",unknown,REQ-000926,b1c5dab7c7e14227b62fa4e78e478d2a,Repair BEQ HP135,b1c5dab7c7e14227b62fa4e78e478d2a_8.bin,certification,0.65,0.65
ROBJ-000516,clearance_requirement,"secret"", ""classified"", ""cui"", ""background check""], ""justification"": SECTION COVER Page",unknown,REQ-000929,b1c5dab7c7e14227b62fa4e78e478d2a,Repair BEQ HP135,b1c5dab7c7e14227b62fa4e78e478d2a_8.bin,security,0.65,0.75
ROBJ-000517,clearance_requirement,"cui"", ""background check""], ""justification"": SECTION COVER Page 1 THIS PAGE INTENTIO",unknown,REQ-000929,b1c5dab7c7e14227b62fa4e78e478d2a,Repair BEQ HP135,b1c5dab7c7e14227b62fa4e78e478d2a_8.bin,security,0.65,0.75
ROBJ-000518,staffing_requirement,Project Manager Associate Environmental Principal bdawson@ecslimited.com jclark@ecslimited.com 910-686-9114 404-640-9257 6714 Netherlan,unknown,REQ-000930,b1c5dab7c7e14227b62fa4e78e478d2a,Repair BEQ HP135,b1c5dab7c7e14227b62fa4e78e478d2a_9.bin,staffing,0.7,0.65
ROBJ-000519,staffing_requirement,"resume""], ""certifications"": Section 1 | Section 4.1 for a complete list of building materials reported positive for asbestos a",unknown,REQ-000934,b1c5dab7c7e14227b62fa4e78e478d2a,Repair BEQ HP135,b1c5dab7c7e14227b62fa4e78e478d2a_9.bin,certification,0.65,0.65
ROBJ-000520,evaluation_factor,Price,unknown,REQ-000937,a466be2cf94e451f8b4b88177dd2f9dc,Secure Document Destruction - No Cost,a466be2cf94e451f8b4b88177dd2f9dc_1.bin,evaluation,0.75,0.55
ROBJ-000521,staffing_requirement,Resumes. The Vendor must submit a formal written resume showing all relevant t | Attachment 10 | Attachment 1 Schedule of Pric,yes,REQ-000937,a466be2cf94e451f8b4b88177dd2f9dc,Secure Document Destruction - No Cost,a466be2cf94e451f8b4b88177dd2f9dc_1.bin,evaluation,0.75,0.8
ROBJ-000522,deliverable_requirement,Wage Determination | Attachment 7 | Attachment 3 | Attachment 9. As such | Attachment 9. Resumes. The Vendor must submit a formal written,yes,REQ-000937,a466be2cf94e451f8b4b88177dd2f9dc,Secure Document Destruction - No Cost,a466be2cf94e451f8b4b88177dd2f9dc_1.bin,evaluation,0.75,0.8
ROBJ-000523,procurement_form_or_artifact,"Attachment 1, Schedule of Prices. Section 2.1.1 of this PWS | Section 6103 of the Internal Revenue Code | section provides | Section",yes,REQ-000937,a466be2cf94e451f8b4b88177dd2f9dc,Secure Document Destruction - No Cost,a466be2cf94e451f8b4b88177dd2f9dc_1.bin,evaluation,0.75,0.8
ROBJ-000524,procurement_form_or_artifact,Attachment 1 | attachment 1 | Attachment 2 | Attachment 1 Schedule of Prices | Attachment 2 Wage Determination | Attachment 7 | Atta,unknown,REQ-000937,a466be2cf94e451f8b4b88177dd2f9dc,Secure Document Destruction - No Cost,a466be2cf94e451f8b4b88177dd2f9dc_1.bin,evaluation,0.75,0.65
ROBJ-000525,procurement_form_or_artifact,Attachment 9. As such | Attachment 9. Resumes. The Vendor must submit a formal written resume showing all relevant t | Attachment 10,yes,REQ-000937,a466be2cf94e451f8b4b88177dd2f9dc,Secure Document Destruction - No Cost,a466be2cf94e451f8b4b88177dd2f9dc_1.bin,evaluation,0.75,0.8
ROBJ-000526,procurement_form_or_artifact,Attachment 1 Schedule of Prices. a. Performance is for the base year and four | Attachment 7 and 8,unknown,REQ-000937,a466be2cf94e451f8b4b88177dd2f9dc,Secure Document Destruction - No Cost,a466be2cf94e451f8b4b88177dd2f9dc_1.bin,evaluation,0.75,0.65
ROBJ-000527,procurement_form_or_artifact,attachment 1). Section 2.1.1 of this PWS | Section 6103 of the Internal Revenue Code | section provides | Section 6103 26 CFR | Sect,yes,REQ-000938,a466be2cf94e451f8b4b88177dd2f9dc,Secure Document Destruction - No Cost,a466be2cf94e451f8b4b88177dd2f9dc_1.bin,certification,0.7,0.8
ROBJ-000528,procurement_form_or_artifact,Attachment 1 Schedule of Prices Section 2.1.1 of this PWS | Section 6103 of the Internal Revenue Code | section provides | Section 6,yes,REQ-000940,a466be2cf94e451f8b4b88177dd2f9dc,Secure Document Destruction - No Cost,a466be2cf94e451f8b4b88177dd2f9dc_1.bin,evaluation,0.75,0.8
ROBJ-000529,deliverable_requirement,Wage Determination Section 2.1.1 of this PWS | Section 6103 of the Internal Revenue Code | section provides | Section 6103 26 CFR | Sectio,yes,REQ-000941,a466be2cf94e451f8b4b88177dd2f9dc,Secure Document Destruction - No Cost,a466be2cf94e451f8b4b88177dd2f9dc_1.bin,wage,0.65,0.8
ROBJ-000530,procurement_form_or_artifact,Attachment 2 Wage Determination Section 2.1.1 of this PWS | Section 6103 of the Internal Revenue Code | section provides | Section 6,yes,REQ-000941,a466be2cf94e451f8b4b88177dd2f9dc,Secure Document Destruction - No Cost,a466be2cf94e451f8b4b88177dd2f9dc_1.bin,wage,0.65,0.8
ROBJ-000531,staffing_requirement,resume showing all relevant t Section 2.1.1 of this PWS | Section 6103 of the Internal Revenue Code | section provides | Secti,yes,REQ-000942,a466be2cf94e451f8b4b88177dd2f9dc,Secure Document Destruction - No Cost,a466be2cf94e451f8b4b88177dd2f9dc_1.bin,staffing,0.8,0.8
ROBJ-000532,procurement_form_or_artifact,Attachment 1 Schedule of Prices. Section 2.1.1 of this PWS | Section 6103 of the Internal Revenue Code | section provides | Section,yes,REQ-000943,a466be2cf94e451f8b4b88177dd2f9dc,Secure Document Destruction - No Cost,a466be2cf94e451f8b4b88177dd2f9dc_1.bin,evaluation,0.75,0.8
ROBJ-000533,evaluation_factor,"evaluation factors"", ""best value""], ""proposal_instructions"": Section 2.1.1 of this PWS | Section 6103 of the Internal Revenue Code | secti",unknown,REQ-000945,a466be2cf94e451f8b4b88177dd2f9dc,Secure Document Destruction - No Cost,a466be2cf94e451f8b4b88177dd2f9dc_1.bin,evaluation,0.8,0.65
ROBJ-000534,evaluation_factor,best value,unknown,REQ-000945,a466be2cf94e451f8b4b88177dd2f9dc,Secure Document Destruction - No Cost,a466be2cf94e451f8b4b88177dd2f9dc_1.bin,evaluation,0.8,0.55
ROBJ-000535,pricing_requirement,"firm fixed price""], ""past_performance"": Section 2.1.1 of this PWS | Section 6103 of the Internal Revenue Code | section provides | Secti",yes,REQ-000948,a466be2cf94e451f8b4b88177dd2f9dc,Secure Document Destruction - No Cost,a466be2cf94e451f8b4b88177dd2f9dc_1.bin,evaluation,0.75,0.8
ROBJ-000536,pricing_requirement,"clin"", ""pricing"", ""firm fixed price""], ""past_performance"": Section 2.1.1 of this PWS | Section 6103 of the Internal Revenue",unknown,REQ-000948,a466be2cf94e451f8b4b88177dd2f9dc,Secure Document Destruction - No Cost,a466be2cf94e451f8b4b88177dd2f9dc_1.bin,evaluation,0.75,0.65
ROBJ-000537,evaluation_factor,past performance,unknown,REQ-000950,a466be2cf94e451f8b4b88177dd2f9dc,Secure Document Destruction - No Cost,a466be2cf94e451f8b4b88177dd2f9dc_1.bin,evaluation,0.75,0.55
ROBJ-000538,experience_requirement,"recent and relevant""], ""staffing"": Section 2.1.1 of this PWS | Section 6103 of the Internal Revenue Code | section provides | Section 6103",yes,REQ-000950,a466be2cf94e451f8b4b88177dd2f9dc,Secure Document Destruction - No Cost,a466be2cf94e451f8b4b88177dd2f9dc_1.bin,evaluation,0.75,0.8
ROBJ-000539,experience_requirement,"past performance"", ""references"", ""recent and relevant""], ""staffing"": Section 2.1.1 of this PWS | Section 6103 of the Internal Revenue Co",unknown,REQ-000950,a466be2cf94e451f8b4b88177dd2f9dc,Secure Document Destruction - No Cost,a466be2cf94e451f8b4b88177dd2f9dc_1.bin,evaluation,0.75,0.65
ROBJ-000540,staffing_requirement,"key personnel"", ""staffing"", ""resume"", ""qualifications""], ""certifications"": Section 2.1.1 of this PWS | Section 6103 of the Internal R",unknown,REQ-000953,a466be2cf94e451f8b4b88177dd2f9dc,Secure Document Destruction - No Cost,a466be2cf94e451f8b4b88177dd2f9dc_1.bin,certification,0.65,0.65
ROBJ-000541,staffing_requirement,"resume"", ""qualifications""], ""certifications"": Section 2.1.1 of this PWS | Section 6103 of the Internal Revenue Code | section",unknown,REQ-000953,a466be2cf94e451f8b4b88177dd2f9dc,Secure Document Destruction - No Cost,a466be2cf94e451f8b4b88177dd2f9dc_1.bin,certification,0.65,0.65
ROBJ-000542,staffing_requirement,"qualifications""], ""certifications"": Section 2.1.1 of this PWS | Section 6103 of the Internal Revenue Code | section provides | Section",yes,REQ-000953,a466be2cf94e451f8b4b88177dd2f9dc,Secure Document Destruction - No Cost,a466be2cf94e451f8b4b88177dd2f9dc_1.bin,certification,0.65,0.8
ROBJ-000543,clearance_requirement,"secret"", ""classified"", ""cui"", ""background check""], ""justification"": Section 2.1.1 of t",unknown,REQ-000956,a466be2cf94e451f8b4b88177dd2f9dc,Secure Document Destruction - No Cost,a466be2cf94e451f8b4b88177dd2f9dc_1.bin,security,0.65,0.75
ROBJ-000544,clearance_requirement,"cui"", ""background check""], ""justification"": Section 2.1.1 of this PWS | Section 610",unknown,REQ-000956,a466be2cf94e451f8b4b88177dd2f9dc,Secure Document Destruction - No Cost,a466be2cf94e451f8b4b88177dd2f9dc_1.bin,security,0.65,0.75
ROBJ-000545,deliverable_requirement,WAGE DETERMINATIONS UNDER section 13 | Part 541.,unknown,REQ-000958,a466be2cf94e451f8b4b88177dd2f9dc,Secure Document Destruction - No Cost,a466be2cf94e451f8b4b88177dd2f9dc_3.bin,wage,0.65,0.65
ROBJ-000546,deliverable_requirement,Wage Determination No.: section 13 | Part 541.,unknown,REQ-000961,a466be2cf94e451f8b4b88177dd2f9dc,Secure Document Destruction - No Cost,a466be2cf94e451f8b4b88177dd2f9dc_3.bin,wage,0.65,0.65
ROBJ-000547,deliverable_requirement,Wage Determinations| Date Of Last Revision: section 13 | Part 541.,unknown,REQ-000962,a466be2cf94e451f8b4b88177dd2f9dc,Secure Document Destruction - No Cost,a466be2cf94e451f8b4b88177dd2f9dc_3.bin,wage,0.65,0.65
ROBJ-000548,pricing_requirement,"clin""], ""certifications"": section 13 | Part 541.",unknown,REQ-000964,a466be2cf94e451f8b4b88177dd2f9dc,Secure Document Destruction - No Cost,a466be2cf94e451f8b4b88177dd2f9dc_3.bin,certification,0.65,0.65
ROBJ-000549,clearance_requirement,"secret"", ""classified""], ""forms"": section 13 | Part 541.",unknown,REQ-000967,a466be2cf94e451f8b4b88177dd2f9dc,Secure Document Destruction - No Cost,a466be2cf94e451f8b4b88177dd2f9dc_3.bin,security,0.65,0.75
ROBJ-000550,deliverable_requirement,"wage determination"", ""service contract act""]} section 13 | Part 541.",unknown,REQ-000968,a466be2cf94e451f8b4b88177dd2f9dc,Secure Document Destruction - No Cost,a466be2cf94e451f8b4b88177dd2f9dc_3.bin,wage,0.65,0.65
ROBJ-000551,deliverable_requirement,WAGE DETERMINATIONS UNDER section 13 | Part 541.,unknown,REQ-000969,a466be2cf94e451f8b4b88177dd2f9dc,Secure Document Destruction - No Cost,a466be2cf94e451f8b4b88177dd2f9dc_4.bin,wage,0.65,0.65
ROBJ-000552,deliverable_requirement,Wage Determination No.: section 13 | Part 541.,unknown,REQ-000972,a466be2cf94e451f8b4b88177dd2f9dc,Secure Document Destruction - No Cost,a466be2cf94e451f8b4b88177dd2f9dc_4.bin,wage,0.65,0.65
ROBJ-000553,deliverable_requirement,Wage Determinations| Date Of Last Revision: section 13 | Part 541.,unknown,REQ-000973,a466be2cf94e451f8b4b88177dd2f9dc,Secure Document Destruction - No Cost,a466be2cf94e451f8b4b88177dd2f9dc_4.bin,wage,0.65,0.65
ROBJ-000554,pricing_requirement,"clin""], ""certifications"": section 13 | Part 541.",unknown,REQ-000975,a466be2cf94e451f8b4b88177dd2f9dc,Secure Document Destruction - No Cost,a466be2cf94e451f8b4b88177dd2f9dc_4.bin,certification,0.65,0.65
ROBJ-000555,clearance_requirement,"secret"", ""classified""], ""forms"": section 13 | Part 541.",unknown,REQ-000978,a466be2cf94e451f8b4b88177dd2f9dc,Secure Document Destruction - No Cost,a466be2cf94e451f8b4b88177dd2f9dc_4.bin,security,0.65,0.75
ROBJ-000556,deliverable_requirement,"wage determination"", ""service contract act""]} section 13 | Part 541.",unknown,REQ-000979,a466be2cf94e451f8b4b88177dd2f9dc,Secure Document Destruction - No Cost,a466be2cf94e451f8b4b88177dd2f9dc_4.bin,wage,0.65,0.65
ROBJ-000557,deliverable_requirement,WAGE DETERMINATIONS UNDER section 13 | Part 541.,unknown,REQ-000980,a466be2cf94e451f8b4b88177dd2f9dc,Secure Document Destruction - No Cost,a466be2cf94e451f8b4b88177dd2f9dc_5.bin,wage,0.65,0.65
ROBJ-000558,deliverable_requirement,Wage Determination No.: section 13 | Part 541.,unknown,REQ-000983,a466be2cf94e451f8b4b88177dd2f9dc,Secure Document Destruction - No Cost,a466be2cf94e451f8b4b88177dd2f9dc_5.bin,wage,0.65,0.65
ROBJ-000559,deliverable_requirement,Wage Determinations| Date Of Last Revision: section 13 | Part 541.,unknown,REQ-000984,a466be2cf94e451f8b4b88177dd2f9dc,Secure Document Destruction - No Cost,a466be2cf94e451f8b4b88177dd2f9dc_5.bin,wage,0.65,0.65
ROBJ-000560,pricing_requirement,"clin""], ""certifications"": section 13 | Part 541.",unknown,REQ-000986,a466be2cf94e451f8b4b88177dd2f9dc,Secure Document Destruction - No Cost,a466be2cf94e451f8b4b88177dd2f9dc_5.bin,certification,0.65,0.65
ROBJ-000561,clearance_requirement,"secret"", ""classified""], ""forms"": section 13 | Part 541.",unknown,REQ-000989,a466be2cf94e451f8b4b88177dd2f9dc,Secure Document Destruction - No Cost,a466be2cf94e451f8b4b88177dd2f9dc_5.bin,security,0.65,0.75
ROBJ-000562,deliverable_requirement,"wage determination"", ""service contract act""]} section 13 | Part 541.",unknown,REQ-000990,a466be2cf94e451f8b4b88177dd2f9dc,Secure Document Destruction - No Cost,a466be2cf94e451f8b4b88177dd2f9dc_5.bin,wage,0.65,0.65
ROBJ-000563,deliverable_requirement,WAGE DETERMINATIONS UNDER section 13 | Part 541.,unknown,REQ-000991,a466be2cf94e451f8b4b88177dd2f9dc,Secure Document Destruction - No Cost,a466be2cf94e451f8b4b88177dd2f9dc_6.bin,wage,0.65,0.65
ROBJ-000564,deliverable_requirement,Wage Determination No.: section 13 | Part 541.,unknown,REQ-000994,a466be2cf94e451f8b4b88177dd2f9dc,Secure Document Destruction - No Cost,a466be2cf94e451f8b4b88177dd2f9dc_6.bin,wage,0.65,0.65
ROBJ-000565,deliverable_requirement,Wage Determinations| Date Of Last Revision: section 13 | Part 541.,unknown,REQ-000995,a466be2cf94e451f8b4b88177dd2f9dc,Secure Document Destruction - No Cost,a466be2cf94e451f8b4b88177dd2f9dc_6.bin,wage,0.65,0.65
ROBJ-000566,pricing_requirement,"clin""], ""certifications"": section 13 | Part 541.",unknown,REQ-000997,a466be2cf94e451f8b4b88177dd2f9dc,Secure Document Destruction - No Cost,a466be2cf94e451f8b4b88177dd2f9dc_6.bin,certification,0.65,0.65
