issue_type,contract_number,supplier,value
zero_value,CW2395730,Sds Riskassist,0.0
zero_value,CW2399560,Udemy,0.0
zero_value,CW2402877,Jetdocs,0.0
zero_value,CW2403369,Peasi,0.0
zero_value,CW2404780,Orangutech,0.0
zero_value,CW2443292,Indigetech Software,0.0
zero_value,CW2439748,Cloudexpat,0.0
zero_value,CW2435891,Outreachgenius,0.0
zero_value,CW2424635,Act,0.0
zero_value,CW2420343,Data Centre Intelligence,0.0
zero_value,CW2418575,Data Centre Intelligence,0.0
zero_value,CW2453116,Data Centre Intelligence,0.0
zero_value,CW2452628,Jambo,0.0
zero_value,CW2378926,Orangutech,0.0
zero_value,CW2378933,Palantir Technologies,0.0
zero_value,CW2344224,Versatil Bpi,0.0
zero_value,CW2341698,Quantexa,0.0
zero_value,CW2400511,Ador Tech,0.0
zero_value,CW2395815,Digital Media Integrations,0.0
zero_value,CW2395199,3D Datacomm,0.0
zero_value,CW2395212,Applied Electronics,0.0
zero_value,CW2395215,Avi Spl,0.0
zero_value,CW2395219,Backman Vidcom,0.0
zero_value,CW2395221,Bell Telephone Of Or Bell La Compagnie De T L Phone Bell Du Ou Bell,0.0
zero_value,CW2395377,Best Buy Business Best Buy,0.0
zero_value,CW2395380,Branch Audio Visual,0.0
zero_value,CW2395385,Capello A V Systems,0.0
zero_value,CW2395388,Cdw,0.0
zero_value,CW2395390,C E V,0.0
zero_value,CW2395394,Compugen,0.0
zero_value,CW2395397,Davidson Violette And Associates,0.0
zero_value,CW2395401,Dynamix Ottawa,0.0
zero_value,CW2395403,Et Group,0.0
zero_value,CW2395413,Fleming Communications,0.0
zero_value,CW2395419,Fsc,0.0
zero_value,CW2395432,Gosavi Meeting Solutions,0.0
zero_value,CW2395434,Grand And Toy,0.0
zero_value,CW2395436,Hd Source,0.0
zero_value,CW2395438,Hit Play Technologies,0.0
zero_value,CW2395442,Hybrid Audio Visual,0.0
zero_value,CW2395445,Indigenuitytech,0.0
zero_value,CW2395447,Inland Audio Visual,0.0
zero_value,CW2395449,Interactive Audio Visual,0.0
zero_value,CW2395452,Ivan S Av,0.0
zero_value,CW2395543,Tucker Electronics,0.0
zero_value,CW2395546,Verge Technologies,0.0
zero_value,CW2395550,Visual Planning 2015,0.0
zero_value,CW2395552,Xav,0.0
zero_value,CW2395558,Act,0.0
zero_value,CW2395503,Rova Products,0.0
zero_value,CW2395510,Sapphire,0.0
zero_value,CW2395517,Softchoice,0.0
zero_value,CW2395520,Solotech,0.0
zero_value,CW2395526,Sub Rosa Solutions,0.0
zero_value,CW2395529,Tankatek,0.0
zero_value,CW2395537,Tld,0.0
zero_value,CW2395455,Lgm Solution,0.0
zero_value,CW2395458,Matrix Video Communications,0.0
zero_value,CW2395461,Modern Deploy Technology,0.0
zero_value,CW2395465,Nisha Technologies,0.0
zero_value,CW2395423,Go Tech,0.0
zero_value,CW2395408,Evolution Av,0.0
zero_value,CW2395499,Purespirit Solutions,0.0
zero_value,CW2395471,Northern Micro A Pellera Technologies,0.0
zero_value,CW2395474,Nova Networks,0.0
zero_value,CW2395478,Nova Visual Products,0.0
zero_value,CW2395481,One Diversified Audio Visual,0.0
zero_value,CW2395484,Paladin Technologies Usa,0.0
zero_value,CW2440485,Mirage Audio Visual,0.0
zero_value,CW2440498,Netco Electric,0.0
zero_value,CW2440408,Ccomm Integrated Technology Services,0.0
zero_value,CW2440469,Evertz,0.0
zero_value,CW2395488,Pjs Systems,0.0
zero_value,CW2395491,Podium Audio Visual,0.0
zero_value,CW2395494,Psb Integration,0.0
zero_value,CW2409458,Connex Telecommunications,0.0
zero_value,CW2409472,Gav Mgmt,0.0
zero_value,CW2442751,Reconyx,0.0
zero_value,CW2362336,Anglerfish Creative Lighting,0.0
zero_value,CW2407721,Mega Technical Holdings,0.0
zero_value,CW2323089,Gravel Agency,0.0
zero_value,CW2408903,Smith And Wesson,0.0
zero_value,CW2398395,Colt,0.0
zero_value,CW2418890,Mdc,0.0
zero_value,CW2346013,Psp,0.0
zero_value,CW2364495,Mdc,0.0
zero_value,CW2270310,Mdc,0.0
zero_value,CW2330614,Tyr Tactical,0.0
zero_value,CW2400344,Draeger Safety,0.0
zero_value,CW2431155,Davtech Analytical Services,0.0
zero_value,W8482-229876,Rheinmetall,0.0
zero_value,CW2328045,Fusion Security,0.0
zero_value,CW2331726,Dr Conseils Soci T En Commandite,0.0
zero_value,CW2419104,Infynia Com,0.0
zero_value,CW2406162,Davies Enterprises,0.0
zero_value,CW2405425,Wolverine Supplies,0.0
zero_value,CW2369940,Accara,0.0
zero_value,CW2369972,Limerock Security,0.0
zero_value,CW2369977,Dekker Security Installations,0.0
zero_value,CW2370398,Comnet Networks And Security,0.0
zero_value,CW2363826,Motorola Solutions,0.0
zero_value,CW2361820,Camcentral Systems,0.0
zero_value,CW2361822,Delco Automation,0.0
zero_value,CW2361504,Bridgecast,0.0
zero_value,CW2359840,Tyco Integrated Fire And Security,0.0
zero_value,CW2359694,Dyplex Communications,0.0
zero_value,CW2359994,Paladin Technologies Usa,0.0
zero_value,CW2358764,6175015,0.0
zero_value,CW2358767,Underwriters Security Controls,0.0
zero_value,CW2358773,Worldwide Security,0.0
zero_value,CW2359005,Chudworth Technology Solutions,0.0
zero_value,CW2359170,Convergint Technologies,0.0
zero_value,CW2359184,Convergint Technologies,0.0
zero_value,CW2359399,Next Technology Systems,0.0
zero_value,CW2443484,Backman Vid Comm,0.0
zero_value,CW2443496,Verge Technologies,0.0
zero_value,CW2443503,Nisha Technologies,0.0
zero_value,CW2443541,Netco Electric,0.0
zero_value,CW2386988,Maritect Investigations And Security,0.0
zero_value,CW2383906,Ultra Alarm Services,0.0
zero_value,CW2409903,Ottawa Security Systems And Communications,0.0
zero_value,CW2409884,Candat Systems,0.0
zero_value,CW2409893,Neuron Communications,0.0
zero_value,CW2363196,Pv Services,0.0
zero_value,CW2358931,Securmax,0.0
zero_value,CW2358755,360 Advanced Security,0.0
zero_value,CW2451818,Visiontec Systems,0.0
zero_value,CW2430614,Ops Core,0.0
zero_value,CW2400335,Dss Group Of Companies,0.0
zero_value,CW2438217,Bandit Fire Protection,0.0
zero_value,CW2402715,Flight Safety International,0.0
zero_value,CW2331735,Grand And Toy,0.0
zero_value,CW2456572,Swish Maintenance,0.0
zero_value,CW2440500,Cleartech Industries,0.0
zero_value,CW2434980,52 North Manufacturing,0.0
zero_value,CW2366684,Staples Professional,0.0
zero_value,CW2368881,Imperial Dade,0.0
zero_value,CW2383009,Royal Caretaking Supplies,0.0
zero_value,CW2370097,Coleman Management Services,0.0
zero_value,CW2370272,Crb Supermarket And Deli 2020,0.0
zero_value,CW2373052,Atlantic Grocery Distributors,0.0
zero_value,CW2383012,Staples Professional,0.0
zero_value,CW2401268,Swish Maintenance,0.0
zero_value,CW2414036,Nutone Cleaners,0.0
zero_value,CW2352702,Sysco Maritimes Sysco Edmonton Sysco Quebec,0.0
zero_value,CW2363277,Sysco Maritimes Sysco Edmonton Sysco Quebec,0.0
zero_value,CW2363311,Sysco Maritimes Sysco Edmonton Sysco Quebec,0.0
zero_value,CW2363314,Sysco Maritimes Sysco Edmonton Sysco Quebec,0.0
zero_value,CW2363316,Trevi Fountain Services,0.0
zero_value,CW2363256,Gordon Food Service Gfs,0.0
zero_value,CW2418177,Service Alimentaire Gordon Lt E Qu Bec,0.0
zero_value,CW2418181,Trevi Fountain Services,0.0
zero_value,CW2323798,Les Emballages Carrousel,0.0
zero_value,CW2323801,Varun Rao,0.0
zero_value,CW2381422,Les Emballages Carrousel,0.0
zero_value,CW2381425,Bargreen Ellingson,0.0
zero_value,CW2453728,Les Emballages Carrousel,0.0
zero_value,CW2440788,Rampart International,0.0
zero_value,CW2405179,Jutzi Water Technologies,0.0
zero_value,CW2406051,Sysco Maritimes Sysco Edmonton Sysco Quebec,0.0
zero_value,CW2406038,Services De Traiteur Etmo Etmo Catering Services,0.0
zero_value,CW2406066,Repko Fine Foods Dba Omnitsky Kosher,0.0
zero_value,CW2406074,Islands West Produce,0.0
zero_value,CW2406079,Service Alimentaire Gordon Lt E Qu Bec,0.0
zero_value,CW2406081,Fresh Direct Produce,0.0
zero_value,CW2414954,Sysco Maritimes Sysco Edmonton Sysco Quebec,0.0
zero_value,CW2401994,Pratts Wholesale,0.0
zero_value,CW2449428,Service Alimentaire Gordon Lt E Qu Bec,0.0
zero_value,CW2366013,Les Aliments Chicoine,0.0
zero_value,CW2366006,Service Alimentaire Gordon Lt E Qu Bec,0.0
zero_value,CW2312127,Service Alimentaire Gordon Lt E Qu Bec,0.0
zero_value,CW2312140,Alimentation Boeuf Rouge,0.0
zero_value,CW2312158,Alimentation Boeuf Rouge,0.0
zero_value,CW2302993,Les Aliments Chicoine,0.0
zero_value,CW2303000,Les Aliments Chicoine,0.0
zero_value,CW2303003,Service Alimentaire Gordon Lt E Qu Bec,0.0
zero_value,CW2333578,Les Aliments Chicoine,0.0
zero_value,CW2333583,Alimentation Boeuf Rouge,0.0
zero_value,CW2333571,Gordon Food Service,0.0
zero_value,CW2440649,Les Aliments Chicoine,0.0
zero_value,CW2440652,Service Alimentaire Gordon Lt E Qu Bec,0.0
zero_value,CW2423061,Service Alimentaire Gordon Lt E Qu Bec,0.0
zero_value,CW2423065,Les Aliments Chicoine,0.0
zero_value,CW2406616,Service Alimentaire Gordon Lt E Qu Bec,0.0
zero_value,CW2406621,Les Aliments Chicoine,0.0
zero_value,CW2392165,Les Aliments Chicoine,0.0
zero_value,CW2392174,Service Alimentaire Gordon Lt E Qu Bec,0.0
zero_value,CW2377128,Les Aliments Chicoine,0.0
zero_value,CW2377130,Service Alimentaire Gordon Lt E Qu Bec,0.0
zero_value,CW2321899,Gordon Food Service,0.0
zero_value,CW2344148,March Lite St Antoine,0.0
zero_value,CW2344156,Phoenix Foods Lunch Boxes Etc,0.0
zero_value,CW2371368,Impact Food Solutions,0.0
zero_value,CW2357434,9158 7022 Quebec,0.0
zero_value,CW2359882,9364 0936 Qu Bec,0.0
zero_value,CW2359675,March Lite St Antoine,0.0
zero_value,CW2326280,March Lite St Antoine,0.0
zero_value,CW2365656,Sysco Maritimes Sysco Edmonton Sysco Quebec,0.0
zero_value,CW2365666,Les Aliments Rms Can Am,0.0
zero_value,CW2365676,Les Viandes Pp Hall Lt E,0.0
zero_value,CW2365628,Les Aliments Chicoine,0.0
zero_value,CW2365700,Service Alimentaire Gordon Lt E Qu Bec,0.0
zero_value,CW2373760,Service Alimentaire Gordon Lt E Qu Bec,0.0
zero_value,CW2373745,Les Aliments Chicoine,0.0
zero_value,CW2373753,H A Vaillancourt,0.0
zero_value,CW2418444,H A Vaillancourt,0.0
zero_value,CW2418450,Service Alimentaire Gordon Lt E Qu Bec,0.0
zero_value,CW2418452,Les Aliments Chicoine,0.0
zero_value,CW2385895,H A Vaillancourt,0.0
zero_value,CW2385898,Les Viandes Pp Hall Lt E,0.0
zero_value,CW2385901,Alimentation Boeuf Rouge,0.0
zero_value,CW2385887,Service Alimentaire Gordon Lt E Qu Bec,0.0
zero_value,CW2374327,Les Aliments Chicoine,0.0
zero_value,CW2374292,Les Viandes Pp Hall Lt E,0.0
zero_value,CW2374018,Alimentation Boeuf Rouge,0.0
zero_value,CW2397349,H A Vaillancourt,0.0
zero_value,CW2397411,Les Aliments Chicoine,0.0
zero_value,CW2397414,Les Viandes Pp Hall Lt E,0.0
zero_value,CW2397418,Service Alimentaire Gordon Lt E Qu Bec,0.0
zero_value,CW2406122,H A Vaillancourt,0.0
zero_value,CW2406125,Mermax,0.0
zero_value,CW2406128,Service Alimentaire Gordon Lt E Qu Bec,0.0
zero_value,CW2406131,Les Aliments Chicoine,0.0
zero_value,CW2432352,Service Alimentaire Gordon Lt E Qu Bec,0.0
zero_value,CW2432354,Les Viandes Pp Hall Lt E,0.0
zero_value,CW2432358,Les Aliments Chicoine,0.0
zero_value,CW2432360,H A Vaillancourt,0.0
zero_value,CW2443511,Les Aliments Chicoine,0.0
zero_value,CW2342454,Les Viandes Pp Hall,0.0
zero_value,CW2342464,H A Vaillancourt,0.0
zero_value,CW2342468,Mermax,0.0
zero_value,CW2342472,Les Aliments Rms Can Am,0.0
zero_value,CW2342476,Service Alimentaire Gordon Lt E Qu Bec,0.0
zero_value,CW2342026,Les Aliments Chicoine,0.0
zero_value,CW2354221,Les Aliments Rms Can Am,0.0
zero_value,CW2354224,Service Alimentaire Gordon Lt E Qu Bec,0.0
zero_value,CW2354228,Les Aliments Chicoine,0.0
zero_value,CW2354237,H A Vaillancourt,0.0
zero_value,CW2354240,Les Viandes Pp Hall Lt E,0.0
zero_value,CW2318261,Les Aliments Chicoine,0.0
zero_value,CW2318263,Les Viandes Pp Hall,0.0
zero_value,CW2303437,H A Vaillancourt,0.0
zero_value,CW2331398,H A Vaillancourt,0.0
zero_value,CW2331368,Les Viandes Pp Hall Lt E,0.0
zero_value,CW2331461,Les Aliments Chicoine,0.0
zero_value,CW2331468,Alimentation Boeuf Rouge,0.0
zero_value,CW2332632,Mermax,0.0
zero_value,CW2336973,Alimentation Boeuf Rouge,0.0
zero_value,CW2443514,Service Alimentaire Gordon Lt E Qu Bec,0.0
zero_value,CW2443517,Les Viandes Pp Hall Lt E,0.0
zero_value,CW2343723,Sysco Maritimes Sysco Edmonton Sysco Quebec,0.0
zero_value,CW2343727,Findlay Foods Kingston,0.0
zero_value,CW2343713,Gordon Food Service Gfs,0.0
zero_value,CW2343717,Sysco Maritimes Sysco Edmonton Sysco Quebec,0.0
zero_value,CW2343719,Sysco Maritimes Sysco Edmonton Sysco Quebec,0.0
zero_value,CW2392394,Gordon Food Service,0.0
zero_value,CW2363328,Gordon Food Service,0.0
zero_value,CW2435479,Services De Traiteur Etmo Etmo Catering Services,0.0
zero_value,CW2451588,Services De Traiteur Etmo Etmo Catering Services,0.0
zero_value,CW2387926,Services De Traiteur Etmo Etmo Catering Services,0.0
zero_value,CW2374586,Services De Traiteur Etmo Etmo Catering Services,0.0
zero_value,CW2402527,Services De Traiteur Etmo Etmo Catering Services,0.0
zero_value,CW2361161,Services De Traiteur Etmo Etmo Catering Services,0.0
zero_value,CW2302963,Services De Traiteur Etmo Etmo Catering Services,0.0
zero_value,CW2302966,Services De Traiteur Etmo Etmo Catering Services,0.0
zero_value,CW2400927,Sepha Catering,0.0
zero_value,CW2400929,Toronto Kosher,0.0
zero_value,CW2418296,Services De Traiteur Etmo Etmo Catering Services,0.0
zero_value,CW2400931,Services De Traiteur Etmo Etmo Catering Services,0.0
zero_value,CW2343923,Sysco Maritimes Sysco Edmonton Sysco Quebec,0.0
zero_value,CW2343929,Sysco Maritimes Sysco Edmonton Sysco Quebec,0.0
zero_value,CW2343900,Gordon Food Service Gfs,0.0
zero_value,CW2343905,Findlay Foods Kingston,0.0
zero_value,CW2361635,Les Aliments Chicoine,0.0
zero_value,CW2361637,Service Alimentaire Gordon Lt E Qu Bec,0.0
zero_value,CW2361642,Agropur Coop Rative,0.0
zero_value,CW2373732,Service Alimentaire Gordon Lt E Qu Bec,0.0
zero_value,CW2373738,Agropur Coop Rative,0.0
zero_value,CW2373741,Les Aliments Chicoine,0.0
zero_value,CW2330119,Les Aliments Chicoine,0.0
zero_value,CW2330122,Agropur Coop Rative,0.0
zero_value,CW2303066,Service Alimentaire Gordon Lt E Qu Bec,0.0
zero_value,CW2303074,Service Alimentaire Gordon Lt E Qu Bec,0.0
zero_value,CW2303076,Les Aliments Chicoine,0.0
zero_value,CW2419125,Agropur Coop Rative,0.0
zero_value,CW2419178,Les Aliments Chicoine,0.0
zero_value,CW2435539,Agropur Coop Rative,0.0
zero_value,CW2343911,Sysco Maritimes Sysco Edmonton Sysco Quebec,0.0
zero_value,CW2344658,Service Alimentaire Gordon Lt E Qu Bec,0.0
zero_value,CW2435541,Les Aliments Chicoine,0.0
zero_value,CW2403096,Service Alimentaire Gordon Lt E Qu Bec,0.0
zero_value,CW2403066,Agropur Coop Rative,0.0
zero_value,CW2403140,Les Aliments Chicoine,0.0
zero_value,CW2388347,Agropur Coop Rative,0.0
zero_value,CW2388351,Service Alimentaire Gordon Lt E Qu Bec,0.0
zero_value,CW2388542,Les Aliments Chicoine,0.0
zero_value,CW2435543,Service Alimentaire Gordon Lt E Qu Bec,0.0
zero_value,CW2356491,Saputo Dairy Products,0.0
zero_value,CW2356388,Sysco Maritimes Sysco Edmonton Sysco Quebec,0.0
zero_value,CW2353424,Wonderbrands,0.0
zero_value,CW2344808,Wonderbrands,0.0
zero_value,CW2344813,Sysco Maritimes Sysco Edmonton Sysco Quebec,0.0
zero_value,CW2344817,Sysco Maritimes Sysco Edmonton Sysco Quebec,0.0
zero_value,CW2303036,Wonderbrands,0.0
zero_value,CW2323575,Wonderbrands,0.0
zero_value,CW2434431,Findlay Foods Kingston,0.0
zero_value,CW2434435,Biskane,0.0
zero_value,CW2434424,Boulangerie Auger 1991,0.0
zero_value,CW2434428,Service Alimentaire Gordon Lt E Qu Bec,0.0
zero_value,CW2434389,Wonderbrands,0.0
zero_value,CW2434394,Sysco Maritimes Sysco Edmonton Sysco Quebec,0.0
zero_value,CW2434399,Sysco Maritimes Sysco Edmonton Sysco Quebec,0.0
zero_value,CW2434403,Sysco Maritimes Sysco Edmonton Sysco Quebec,0.0
zero_value,CW2428716,Wonderbrands,0.0
zero_value,CW2428719,Service Alimentaire Gordon Lt E Qu Bec,0.0
zero_value,CW2443822,Service Alimentaire Gordon Lt E Qu Bec,0.0
zero_value,CW2443827,Wonderbrands,0.0
zero_value,CW2396121,Wonderbrands,0.0
zero_value,CW2409436,Wonderbrands,0.0
zero_value,CW2344821,Sysco Maritimes Sysco Edmonton Sysco Quebec,0.0
zero_value,CW2344824,Boulangerie Auger 1991,0.0
zero_value,CW2381049,Boulangerie Auger 1991,0.0
zero_value,CW2384188,Wonderbrands,0.0
zero_value,CW2344794,Findlay Foods Kingston,0.0
zero_value,CW2344779,Sysco Maritimes Sysco Edmonton Sysco Quebec,0.0
zero_value,CW2344783,Sysco Maritimes Sysco Edmonton Sysco Quebec,0.0
zero_value,CW2344789,Sysco Maritimes Sysco Edmonton Sysco Quebec,0.0
zero_value,CW2344730,Gordon Food Service Gfs,0.0
zero_value,CW2344827,Amphora Group,0.0
zero_value,CW2368405,Wonderbrands,0.0
zero_value,CW2360998,Wonderbrands,0.0
zero_value,CW2417075,Wonderbrands,0.0
zero_value,CW2433702,9158 7022 Quebec,0.0
zero_value,CW2387691,Unknown,0.0
zero_value,CW2387767,9158 7022 Quebec,0.0
zero_value,CW2405812,9158 7022 Quebec,0.0
zero_value,CW2410499,Old Dutch Foods,0.0
zero_value,CW2422048,Old Dutch Foods,0.0
zero_value,CW2416445,Quality Fast Foods,0.0
zero_value,CW2360861,Quality Fast Foods,0.0
zero_value,CW2362632,Impact Food Solutions,0.0
zero_value,CW2366069,Luther College Regina,0.0
zero_value,CW2366071,Ramada Hotel Saskatoon,0.0
zero_value,CW2366075,Roberta Nugent Paul Maybroda,0.0
zero_value,CW2373922,Impact Food Solutions,0.0
zero_value,CW2331262,National Brands Distribution,0.0
zero_value,CW2303803,Phoenix Foods Lunch Boxes Etc,0.0
zero_value,CW2403161,Impact Food Solutions,0.0
zero_value,CW2388758,Impact Food Solutions,0.0
zero_value,CW2388763,Traiteur La Plaza 9275 7749 Quebec,0.0
zero_value,CW2436289,Impact Food Solutions,0.0
zero_value,CW2420460,Wellco Consulting Services,0.0
zero_value,CW2417512,Impact Food Solutions,0.0
zero_value,CW2452541,Impact Food Solutions,0.0
zero_value,CW2452673,National Brands Distribution,0.0
zero_value,CW2440200,Sysco Maritimes Sysco Edmonton Sysco Quebec,0.0
zero_value,CW2335025,Pratts Food Service Alberta,0.0
zero_value,CW2427969,Jg Rive Sud F And L Ca,0.0
zero_value,CW2418102,Fruits Et Legumes Beauport,0.0
zero_value,CW2418110,Les R Coltes Marcotte,0.0
zero_value,CW2422918,Fruits Et Legumes Beauport,0.0
zero_value,CW2422923,Fruits Et Legumes Beauport,0.0
zero_value,CW2440546,Jg Rive Sud F And L Ca,0.0
zero_value,CW2436190,Jg Rive Sud F And L Ca,0.0
zero_value,CW2432084,Les R Coltes Marcotte,0.0
zero_value,CW2432087,Fruits Et Legumes Beauport,0.0
zero_value,CW2388409,Fruits Et Legumes Beauport,0.0
zero_value,CW2388418,Les Aliments Rms Can Am,0.0
zero_value,CW2386124,Les Aliments Rms Can Am,0.0
zero_value,CW2386174,Les Aliments Rms Can Am,0.0
zero_value,CW2384887,Fruits Et Legumes Beauport,0.0
zero_value,CW2402926,Fruits Et Legumes Beauport,0.0
zero_value,CW2402929,Jg Rive Sud F And L Ca,0.0
zero_value,CW2400764,Jg Rive Sud F And L Ca,0.0
zero_value,CW2400433,Fruits Et Legumes Beauport,0.0
zero_value,CW2399712,9421 7064 Qu Bec,0.0
zero_value,CW2396197,Les R Coltes Marcotte,0.0
zero_value,CW2414503,Jg Rive Sud F And L Ca,0.0
zero_value,CW2408769,Fruits Et Legumes Beauport,0.0
zero_value,CW2408772,Les Aliments Rms Can Am,0.0
zero_value,CW2337288,Fruits Et Legumes Beauport,0.0
zero_value,CW2340925,Fruits Et Legumes Beauport,0.0
zero_value,CW2453008,Jg Rive Sud F And L Ca,0.0
zero_value,CW2449180,Jg Rive Sud F And L Ca,0.0
zero_value,CW2444736,Les Aliments Rms Can Am,0.0
zero_value,CW2444741,Jg Rive Sud F And L Ca,0.0
zero_value,CW2444079,Pratts Food Service Alberta,0.0
zero_value,CW2444088,Fresh Forward,0.0
zero_value,CW2391956,Les R Coltes Marcotte,0.0
zero_value,CW2391886,9421 7064 Qu Bec,0.0
zero_value,CW2329816,Ten Stars Plus 9138 2640 Quebec,0.0
zero_value,CW2329852,Fruits Et Legumes Beauport,0.0
zero_value,CW2303083,Les Aliments Rms Can Am,0.0
zero_value,CW2303087,Jg Rive Sud F And L Ca,0.0
zero_value,CW2303268,Alimentation Boeuf Rouge,0.0
zero_value,CW2303273,Alimentation Boeuf Rouge,0.0
zero_value,CW2303289,Les Aliments Rms Can Am,0.0
zero_value,CW2303292,Jg Rive Sud F And L Ca,0.0
zero_value,CW2325595,Fruits Et Legumes Beauport,0.0
zero_value,CW2325599,Jg Rive Sud F And L Ca,0.0
zero_value,CW2322179,Alimentation Boeuf Rouge,0.0
zero_value,CW2353504,Jg Rive Sud F And L Ca,0.0
zero_value,CW2355522,Hot Not Media,0.0
zero_value,CW2345066,Fruits Et Legumes Beauport,0.0
zero_value,CW2344982,Jg Rive Sud F And L Ca,0.0
zero_value,CW2344989,Alimentation Boeuf Rouge,0.0
zero_value,CW2343277,Gordon Food Service Gfs,0.0
zero_value,CW2343281,Sysco Maritimes Sysco Edmonton Sysco Quebec,0.0
zero_value,CW2343284,Sysco Maritimes Sysco Edmonton Sysco Quebec,0.0
zero_value,CW2343287,Sysco Maritimes Sysco Edmonton Sysco Quebec,0.0
zero_value,CW2343289,Fresh Start Foods,0.0
zero_value,CW2343291,Tony Deodato And Sons,0.0
zero_value,CW2372083,Les Aliments Rms Can Am,0.0
zero_value,CW2368576,Les Aliments Rms Can Am,0.0
zero_value,CW2365636,Fruits Et Legumes Beauport,0.0
zero_value,CW2365641,Ten Stars Plus 9138 2640 Quebec,0.0
zero_value,CW2361917,Fruits Et Legumes Beauport,0.0
zero_value,CW2357797,Alimentation Boeuf Rouge,0.0
zero_value,CW2357942,Jg Rive Sud F And L Ca,0.0
zero_value,CW2358557,Fruits Et Legumes Beauport,0.0
zero_value,CW2384205,Sani Sol,0.0
zero_value,CW2370302,Lakeland Flooring And Design,0.0
